timestamp_utc,compiler,compiler_version,build_type,kernel,target_isa,microkernel,block_size,threads,optimization_level,m,n,k,run,time_ms,gflops,packing_time_ms,one_shot_time_ms,one_shot_gflops,verified,max_abs_error,max_rel_error
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,1,0.53026,63.279206427,0.010677,0.540937,62.0302031475,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,2,0.3877,86.5474129482,0.010659,0.398359,84.2316403043,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,3,0.374672,89.5568176965,0.010594,0.385266,87.0941946603,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,4,0.37086,90.4773553362,0.01054,0.3814,87.9770110121,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,5,0.45555,73.6569684996,0.010585,0.466135,71.9843650445,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,6,0.632165,53.0785981508,0.010469,0.642634,52.2139071384,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,256,256,256,7,0.456022,73.5807307542,0.010616,0.466638,71.906771416,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,1,1.223326,219.430843455,0.074296,1.297622,206.867220192,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,2,1.152679,232.879627372,0.070058,1.222737,219.536544654,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,3,1.31327,204.402336153,0.069003,1.382273,194.198581612,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,4,1.241924,216.144833339,0.068741,1.310665,204.808594111,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,5,1.360255,197.342010138,0.06859,1.428845,187.868842317,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,6,1.428002,187.979747928,0.068718,1.49672,179.349147469,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,512,512,512,7,1.386917,193.548320483,0.068662,1.455579,184.418335247,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,1,8.140433,263.804597126,0.298165,8.438598,254.483463722,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,2,8.01125,268.058498736,0.320113,8.331363,257.758982294,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,3,8.768626,244.905376053,0.330616,9.099242,236.00687266,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,4,8.44391,254.323370098,0.305075,8.748985,245.455175429,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,5,8.775347,244.717804094,0.295545,9.070892,236.744484225,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,6,9.326807,230.248535002,0.294645,9.621452,223.197460009,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:20Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,10,O3,1024,1024,1024,7,9.920998,216.458429686,0.298929,10.219927,210.127102473,true,7.58949071269e-05,1.06334413729
