timestamp_utc,compiler,compiler_version,build_type,kernel,target_isa,microkernel,block_size,threads,optimization_level,m,n,k,run,time_ms,gflops,packing_time_ms,one_shot_time_ms,one_shot_gflops,verified,max_abs_error,max_rel_error
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,1,0.346306,96.8924361692,0.009963,0.356269,94.1828562126,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,2,0.517985,64.778771586,0.010069,0.528054,63.5435618327,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,3,0.462347,72.5741315505,0.010023,0.47237,71.0342147046,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,4,0.404342,82.9852748416,0.009799,0.414141,81.0217582901,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,5,0.399335,84.0257728474,0.009931,0.409266,81.9868545152,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,6,0.406793,82.4852738371,0.009886,0.416679,80.5282531637,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,256,256,256,7,0.37465,89.5620766048,0.00989,0.38454,87.2586258907,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,1,1.293071,207.595295231,0.063328,1.356399,197.903018212,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,2,1.319458,203.443729168,0.063423,1.382881,194.113199907,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,3,1.288268,208.36926478,0.063307,1.351575,198.60936759,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,4,1.356495,197.889012492,0.062907,1.419402,189.118696465,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,5,1.378753,194.69437673,0.062702,1.441455,186.225345918,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,6,1.463231,183.453915342,0.062872,1.526103,175.896027988,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,512,512,512,7,1.616549,166.054636142,0.062961,1.67951,159.829626498,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,1,10.85329,197.864762482,0.431573,11.284863,190.297715444,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,2,11.828757,181.547701758,0.361699,12.190456,176.161059767,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,3,12.318216,174.333982129,0.32163,12.639846,169.897928187,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,4,12.679009,169.373146434,0.319331,12.99834,165.212146166,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,5,12.805042,167.706099519,0.329195,13.134237,163.5027332,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,6,14.019667,153.176508971,0.319544,14.339211,149.763027268,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:13Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,4,O3,1024,1024,1024,7,13.763645,156.025794621,0.387036,14.150681,151.758325129,true,7.58949071269e-05,1.06334413729
