# started on Sat Sep 12 23:27:34 2026

3356.52,msec,task-clock:u,2.41%,3480461071,100.00,,
0,,context-switches:u,0.00%,3480461071,100.00,,
0,,cpu-migrations:u,0.00%,3480461071,100.00,,
4249,,page-faults:u,0.02%,3480461071,100.00,,
