timestamp_utc,compiler,compiler_version,build_type,kernel,target_isa,microkernel,block_size,threads,optimization_level,m,n,k,run,time_ms,gflops,packing_time_ms,one_shot_time_ms,one_shot_gflops,verified,max_abs_error,max_rel_error
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,1,0.753597,44.5256974218,0.010855,0.764452,43.8934452392,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,2,0.773704,43.3685647224,0.010675,0.784379,42.7783405726,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,3,0.838111,40.0357852361,0.010662,0.848773,39.5328692124,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,4,0.776633,43.2050041654,0.010699,0.787332,42.6178943571,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,5,0.776377,43.2192504415,0.010699,0.787076,42.6317560185,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,6,0.786076,42.6859896499,0.010664,0.79674,42.1146572282,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,256,256,256,7,0.802954,41.7887350957,0.010689,0.813643,41.2397476535,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,1,1.191826,225.230407794,0.074821,1.266647,211.926018851,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,2,1.216803,220.607161554,0.074334,1.291137,207.906253171,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,3,1.158002,231.809147134,0.073734,1.231736,217.932621925,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,4,1.251897,214.422956521,0.073736,1.325633,202.496057355,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,5,1.468735,182.766432338,0.073478,1.542213,174.058613175,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,6,1.545993,173.633034561,0.072991,1.618984,165.804885039,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,512,512,512,7,1.407746,190.684580883,0.072846,1.480592,181.302786993,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,1,7.333268,292.841288222,0.331679,7.664947,280.169405999,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,2,7.438034,288.716567846,0.316284,7.754318,276.940363808,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,3,7.226553,297.165695457,0.316072,7.542625,284.71303399,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,4,7.871716,272.810102397,0.31539,8.187106,262.300701615,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,5,7.882196,272.447379893,0.326421,8.208617,261.613332429,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,6,8.22688,261.032572251,0.316123,8.543003,251.373392705,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:23Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,20,O3,1024,1024,1024,7,8.539153,251.486728016,0.316044,8.855197,242.511109352,true,7.58949071269e-05,1.06334413729
