timestamp_utc,compiler,compiler_version,build_type,kernel,target_isa,microkernel,block_size,optimization_level,m,n,k,run,time_ms,gflops,packing_time_ms,one_shot_time_ms,one_shot_gflops,verified,max_abs_error,max_rel_error
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,1,1.628273,20.6073748075,0.011144,1.639417,20.4672953861,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,2,1.59398,21.0507233466,0.010581,1.604561,20.9119079923,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,3,1.596026,21.0237377085,0.010575,1.606601,20.8853548579,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,4,1.611989,20.8155465081,0.018434,1.630423,20.5802003529,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,5,1.642296,20.4314155305,0.010633,1.652929,20.2999838469,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,6,1.695191,19.7938946113,0.010579,1.70577,19.6711350299,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,256,256,256,7,1.610497,20.8348304902,0.010611,1.621108,20.6984556242,true,1.25088075222e-05,0.354912794993
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,1,12.98943,20.6656840215,0.066398,13.055828,20.560584591,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,2,13.351242,20.1056542904,0.068522,13.419764,20.0029937933,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,3,13.181518,20.3645328254,0.080266,13.261784,20.2412779457,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,4,13.023637,20.6114049401,0.076534,13.100171,20.4909887054,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,5,13.485235,19.9058789854,0.068774,13.554009,19.804875148,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,6,13.541778,19.8227630079,0.06861,13.610388,19.72283641,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,512,512,512,7,13.407181,20.0217671411,0.068102,13.475283,19.9205802208,true,2.86839860273e-05,0.0940250526919
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,1,111.994145,19.1749635483,0.352169,112.346314,19.1148563005,true,7.58949071269e-05,0.956272115438
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,2,113.091602,18.9888869732,0.300501,113.392103,18.9385644254,true,7.58949071269e-05,0.956272115438
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,3,112.431197,19.1004250182,0.288961,112.720158,19.0514605915,true,7.58949071269e-05,0.956272115438
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,4,112.62289,19.0679145953,0.307558,112.930448,19.0159844934,true,7.58949071269e-05,0.956272115438
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,5,111.069162,19.3346524754,0.289196,111.358358,19.2844406704,true,7.58949071269e-05,0.956272115438
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,6,119.572303,17.9597080103,0.289509,119.861812,17.9163289138,true,7.58949071269e-05,0.956272115438
2026-09-12T13:34:55Z,GNU,16.1.1,Release,micro,generic,4x8,128,O3,1024,1024,1024,7,112.311103,19.120849058,0.300257,112.61136,19.0698669122,true,7.58949071269e-05,0.956272115438
