timestamp_utc,compiler,compiler_version,build_type,kernel,block_size,optimization_level,m,n,k,run,time_ms,gflops,packing_time_ms,one_shot_time_ms,one_shot_gflops,verified,max_abs_error,max_rel_error
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,1,1.959952,17.1200274292,0.014683,1.974635,16.9927262507,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,2,1.897607,17.6824980093,0.014407,1.912014,17.5492606226,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,3,1.863151,18.0095075493,0.014407,1.877558,17.8713158262,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,4,1.929744,17.3880224527,0.014375,1.944119,17.259453768,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,5,1.878541,17.861964152,0.022928,1.901469,17.6465837729,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,6,1.865953,17.9824636526,0.014543,1.880496,17.8433945087,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,256,256,256,7,1.9468,17.235685227,0.014388,1.961188,17.1092378701,true,1.25088075222e-05,0.354912794993
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,1,14.682501,18.2826792247,0.085831,14.768332,18.1764234444,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,2,14.991907,17.9053576039,0.074139,15.066046,17.8172465423,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,3,14.888731,18.0294382376,0.074109,14.96284,17.9401407754,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,4,14.484086,18.5331304992,0.107196,14.591282,18.3969753994,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,5,15.685964,17.1130990738,0.112489,15.798453,16.9912494597,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,6,15.41863,17.4098124152,0.075074,15.493704,17.3254540038,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,512,512,512,7,15.774823,17.0167016137,0.080611,15.855434,16.9301865846,true,2.86839860273e-05,0.0940250526919
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,1,115.40742,18.6078472944,0.411974,115.819394,18.5416584722,true,7.58949071269e-05,0.956272115438
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,2,118.563976,18.1124462965,0.370202,118.934178,18.0560683574,true,7.58949071269e-05,0.956272115438
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,3,114.957636,18.6806524797,0.380055,115.337691,18.6190969264,true,7.58949071269e-05,0.956272115438
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,4,118.818802,18.073601247,0.369783,119.188585,18.0175278362,true,7.58949071269e-05,0.956272115438
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,5,124.393176,17.2636772937,0.36885,124.762026,17.2126384674,true,7.58949071269e-05,0.956272115438
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,6,116.809415,18.3845082008,0.382204,117.191619,18.3245497103,true,7.58949071269e-05,0.956272115438
2026-09-12T12:58:26Z,GNU,16.1.1,Release,packed,64,O3,1024,1024,1024,7,112.761506,19.0444746987,0.369797,113.131303,18.9822232314,true,7.58949071269e-05,0.956272115438
