timestamp_utc,compiler,compiler_version,build_type,optimization_level,m,n,k,run,time_ms,gflops,verified,max_abs_error,max_rel_error
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,1,15.350976,2.18581750112,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,2,15.268782,2.19758406401,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,3,15.185732,2.20960254007,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,4,15.273552,2.19689774847,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,5,15.305405,2.19232565228,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,6,14.546341,2.30672661943,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,256,256,256,7,14.556868,2.30505847824,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,1,216.238518,1.24138594032,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,2,207.672469,1.29259047813,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,3,207.862773,1.29140707653,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,4,206.561257,1.29954406697,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,5,210.771036,1.2735879706,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,6,232.61897,1.15397061555,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,512,512,512,7,294.035515,0.912935486722,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,1,3195.054837,0.672127320987,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,2,3720.236199,0.577243898809,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,3,3161.594372,0.679240723294,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,4,3034.624577,0.707660401974,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,5,3046.441598,0.704915416534,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,6,2972.589185,0.722428668864,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:20Z,GNU,16.1.1,Release,O1,1024,1024,1024,7,2877.597823,0.746276505645,true,7.58949071269e-05,0.956272115438
