timestamp_utc,compiler,compiler_version,build_type,kernel,target_isa,microkernel,block_size,threads,optimization_level,m,n,k,run,time_ms,gflops,packing_time_ms,one_shot_time_ms,one_shot_gflops,verified,max_abs_error,max_rel_error
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,1,0.341531,98.247104948,0.008364,0.349895,95.8985752869,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,2,0.338,99.2734674556,0.008314,0.346314,96.8901979129,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,3,0.314143,106.812604451,0.008334,0.322477,104.052171163,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,4,0.311501,107.718537019,0.008298,0.319799,104.923505077,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,5,0.317885,105.555254259,0.008318,0.326203,102.863652388,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,6,0.309064,108.567908265,0.008342,0.317406,105.714548559,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,256,256,256,7,0.344077,97.5201248558,0.00832,0.352397,95.2177004912,true,1.21228245611e-05,0.548482863671
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,1,2.07369,129.448208749,0.058222,2.131912,125.913009543,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,2,2.120152,126.611420313,0.058181,2.178333,123.229761474,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,3,2.134672,125.750211742,0.056811,2.191483,122.490320938,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,4,2.150594,124.819215528,0.056835,2.207429,121.605476779,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,5,2.249627,119.32442845,0.057057,2.306684,116.372878123,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,6,2.229376,120.408336683,0.057802,2.287178,117.365354161,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,512,512,512,7,2.224127,120.692503621,0.056069,2.280196,117.724728927,true,2.93167166667e-05,0.228768401245
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,1,18.779829,114.350543234,0.230529,19.010358,112.963872011,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,2,18.876806,113.763083013,0.236684,19.11349,112.354344916,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,3,20.007612,107.333331334,0.231248,20.23886,106.10694713,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,4,19.84511,108.212232031,0.231218,20.076328,106.96595752,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,5,20.016273,107.286888423,0.230977,20.24725,106.062978824,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,6,19.776057,108.590081835,0.242298,20.018355,107.275730099,true,7.58949071269e-05,1.06334413729
2026-09-12T15:27:10Z,GNU,16.1.1,Release,avx2-mt,avx2+fma,4x8,128,2,O3,1024,1024,1024,7,20.144008,106.606572436,0.239302,20.38331,105.355001126,true,7.58949071269e-05,1.06334413729
