# started on Sat Sep 12 23:27:43 2026

13165.47,msec,task-clock:u,2.30%,13080714820,100.00,,
0,,context-switches:u,0.00%,13080714820,100.00,,
0,,cpu-migrations:u,0.00%,13080714820,100.00,,
5884,,page-faults:u,0.01%,13080714820,100.00,,
