timestamp_utc,compiler,compiler_version,build_type,optimization_level,m,n,k,run,time_ms,gflops,verified,max_abs_error,max_rel_error
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,1,11.51211,2.91470738205,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,2,11.107632,3.02084476691,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,3,11.3717,2.95069620198,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,4,11.328562,2.96193214991,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,5,11.528124,2.91065849049,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,6,11.174927,3.00265335067,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,256,256,256,7,11.255863,2.98106258045,true,1.25088075222e-05,0.354912794993
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,1,163.068906,1.64614740225,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,2,147.823941,1.81591326942,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,3,151.983229,1.76621761339,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,4,152.601579,1.75906080238,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,5,140.306622,1.91320589273,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,6,144.094573,1.86291163096,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,512,512,512,7,150.440011,1.78433552494,true,2.86839860273e-05,0.0940250526919
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,1,4207.26285,0.510422981535,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,2,3117.226933,0.688908345192,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,3,2760.962489,0.777802544061,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,4,2746.326676,0.78194763455,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,5,2812.454221,0.763562169996,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,6,2887.723205,0.743659795469,true,7.58949071269e-05,0.956272115438
2026-09-12T04:33:51Z,GNU,16.1.1,Release,O2,1024,1024,1024,7,2837.769096,0.756750664114,true,7.58949071269e-05,0.956272115438
