timestamp_utc,compiler,compiler_version,build_type,kernel,block_size,optimization_level,m,n,k,run,time_ms,gflops,verified,max_abs_error,max_rel_error
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,1,1.698079,19.7602302366,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,2,1.668513,20.11038092,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,3,1.615876,20.7654745785,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,4,1.606122,20.8915835783,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,5,1.616549,20.7568295177,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,6,1.604371,20.9143845158,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,256,256,256,7,1.608941,20.8549797662,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,1,13.560704,19.7950973637,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,2,13.475647,19.9200421323,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,3,14.104255,19.0322321881,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,4,13.449842,19.9582609223,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,5,13.477952,19.9166354057,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,6,13.751748,19.5200970815,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,512,512,512,7,13.814756,19.431067476,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,1,123.729819,17.3562336497,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,2,122.456287,17.5367365826,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,3,126.582899,16.9650376549,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,4,133.08196,16.136549597,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,5,129.419392,16.5932138516,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,6,133.440041,16.0932478131,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:41Z,GNU,16.1.1,Release,blocked,128,default,1024,1024,1024,7,127.368999,16.8603323011,true,7.58949071269e-05,0.956272115438
