timestamp_utc,compiler,compiler_version,build_type,kernel,block_size,optimization_level,m,n,k,run,time_ms,gflops,verified,max_abs_error,max_rel_error
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,1,2.915476,11.509075019,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,2,2.90251,11.5604879914,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,3,2.963375,11.3230461889,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,4,2.895582,11.5881477368,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,5,2.841376,11.8092191952,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,6,2.831342,11.8510699167,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,256,256,256,7,2.995121,11.2030305286,true,1.25088075222e-05,0.354912794993
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,1,23.332247,11.5049123216,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,2,23.323054,11.5094470904,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,3,23.764737,11.2955365759,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,4,24.713252,10.8620045634,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,5,25.249585,10.6312819003,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,6,25.837286,10.3894602552,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,512,512,512,7,25.793939,10.4069198582,true,2.86839860273e-05,0.0940250526919
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,1,231.397556,9.28049407747,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,2,241.606872,8.88833844097,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,3,222.926912,9.63312876285,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,4,223.774255,9.59665198304,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,5,219.050474,9.80360192236,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,6,217.407238,9.8777007967,true,7.58949071269e-05,0.956272115438
2026-09-12T11:16:28Z,GNU,16.1.1,Release,blocked,16,default,1024,1024,1024,7,221.843551,9.6801716269,true,7.58949071269e-05,0.956272115438
