# started on Sat Sep 12 23:27:36 2026

6240.46,msec,task-clock:u,15.00%,4634311924,100.00,,
0,,context-switches:u,0.00%,4634311924,100.00,,
0,,cpu-migrations:u,0.00%,4634311924,100.00,,
4658,,page-faults:u,0.00%,4634311924,100.00,,
